DL_bitrate_SMOOTH,PINGAVG_SMOOTH,PINGLOSS_SMOOTH
12015.0,77,0.0
11911.6,77,0.0
11897.2,77,0.0
11897.4,77,0.0
11655.0,78,0.0
7764.2,78,0.0
5696.6,78,0.0
5599.0,78,0.0
17045.0,79,0.0
25546.0,79,0.0
34319.4,79,0.0
39225.6,79,0.0
38788.4,79,0.0
33459.4,79,0.0
28779.0,79,0.0
22057.2,79,0.0
16060.8,79,0.0
11523.2,79,0.0
5458.4,79,0.0
1702.8,76,0.0
4833.6,75,0.0
8386.2,74,0.0
10483.6,73,0.0
13620.4,72,0.0
17304.8,72,0.0
17598.2,71,0.0
14486.6,69,0.0
11362.8,68,0.0
9030.4,67,0.0
9856.2,66,0.0
16456.6,66,0.0
28102.4,66,0.0
32554.8,67,0.0
31348.6,67,0.0
31217.8,67,0.0
31135.0,67,0.0
30256.8,67,0.0
30046.2,68,0.0
23010.4,68,0.0
16416.6,68,0.0
11947.6,68,0.0
32464.6,68,0.0
50516.6,68,0.0
69566.4,68,0.0
86863.4,68,0.0
93085.0,68,0.0
93810.6,68,0.0
93966.6,68,0.0
94437.0,68,0.0
94349.2,68,0.0
91439.8,68,0.0
56237.6,68,0.0
39098.8,68,0.0
11909.2,67,0.0
14093.4,67,0.0
16402.6,67,0.0
26632.4,67,0.0
37189.0,67,0.0
47740.0,67,0.0
58992.8,67,0.0
87423.8,67,0.0
127385.4,67,0.0
113131.4,67,0.0
98304.2,67,0.0
69065.4,67,0.0
11829.2,67,0.0
16206.6,67,0.0
19962.2,67,0.0
21180.6,67,0.0
20924.2,67,0.0
31402.8,67,0.0
66098.6,67,0.0
82025.2,67,0.0
97597.4,67,0.0
93315.6,67,0.0
82266.4,67,0.0
31404.8,67,0.0
15710.6,67,0.0
19708.6,67,0.0
24921.8,67,0.0
39679.6,67,0.0
83575.8,67,0.0
150071.2,67,0.0
148800.2,67,0.0
142535.2,67,0.0
124981.6,67,0.0
79568.2,67,0.0
14749.4,68,0.0
16114.6,68,0.0
19147.4,68,0.0
21689.2,68,0.0
25277.8,68,0.0
29552.4,68,0.0
35912.0,68,0.0
41831.8,68,0.0
36683.2,68,0.0
28935.2,68,0.0
23412.2,68,0.0
49582.8,68,0.0
75114.2,68,0.0
100852.2,68,0.0
139788.4,68,0.0
172736.4,68,0.0
191617.2,68,0.0
215634.0,67,0.0
238284.2,67,0.0
237368.4,67,0.0
182788.8,67,0.0
138965.8,67,0.0
91834.2,67,0.0
15367.8,67,0.0
21347.2,68,0.0
27824.4,68,0.0
31266.0,68,0.0
30928.2,69,0.0
29197.0,69,0.0
28915.0,69,0.0
27839.6,70,0.0
27383.4,70,0.0
24922.0,70,0.0
19905.0,71,0.0
11999.0,71,0.0
10943.8,71,0.0
23245.2,70,0.0
45681.0,70,0.0
