DL_bitrate_SMOOTH,PINGAVG_SMOOTH,PINGLOSS_SMOOTH
3279.4,85,0.0
6725.2,84,0.0
8804.4,83,0.0
10489.8,83,0.0
11250.4,82,0.0
9220.0,81,0.0
6824.6,80,0.0
5981.4,79,0.0
4967.6,79,0.0
4479.6,78,0.0
4681.6,77,0.0
6552.6,76,0.0
9866.4,74,0.0
12215.6,74,0.0
15491.8,74,0.0
15601.2,74,0.0
16034.2,74,0.0
16543.6,74,0.0
16449.4,74,0.0
12132.4,74,0.0
9102.0,74,0.0
7027.0,74,0.0
7431.0,74,0.0
10061.8,74,0.0
12743.0,74,0.0
13873.0,74,0.0
12356.2,74,0.0
11942.8,74,0.0
10609.8,75,0.0
9179.4,75,0.0
9067.0,75,0.0
6829.4,75,0.0
4790.4,75,0.0
3788.4,75,0.0
3918.0,75,0.0
3399.8,75,0.0
3956.4,75,0.0
4809.2,75,0.0
5476.0,75,0.0
6288.2,75,0.0
7742.6,74,0.0
8562.2,74,0.0
8235.6,74,0.0
6188.2,74,0.0
4535.2,74,0.0
4321.4,74,0.0
4589.8,74,0.0
5277.6,74,0.0
7112.8,74,0.0
7791.0,74,0.0
7927.2,74,0.0
7608.8,74,0.0
9833.4,74,0.0
12086.8,74,0.0
11385.6,74,0.0
11226.4,74,0.0
10552.8,74,0.0
7338.4,74,0.0
5348.4,74,0.0
5745.6,74,0.0
6474.0,74,0.0
7805.4,74,0.0
9568.0,74,0.0
8797.6,74,0.0
8486.2,74,0.0
7996.4,75,0.0
7533.0,75,0.0
7606.0,75,0.0
6467.8,75,0.0
5581.8,75,0.0
3480.0,75,0.0
3117.2,75,0.0
4250.0,75,0.0
7716.8,75,0.0
10654.2,75,0.0
11484.8,75,0.0
11819.2,75,0.0
11701.6,74,0.0
12133.6,74,0.0
11846.6,74,0.0
9941.8,74,0.0
8052.2,74,0.0
6676.6,74,0.0
6181.0,74,0.0
9233.8,74,0.0
12157.2,74,0.0
15071.0,74,0.0
16925.4,74,0.0
17192.6,74,0.0
16836.0,74,0.0
15258.2,74,0.0
12410.2,74,0.0
8972.6,74,0.0
5531.0,74,0.0
3243.0,74,0.0
7707.0,74,0.0
9821.2,74,0.0
11366.0,74,0.0
11741.2,74,0.0
8933.4,74,0.0
6472.6,74,0.0
4807.4,74,0.0
4014.0,74,0.0
3984.8,74,0.0
4419.6,74,0.0
3555.8,74,0.0
4369.2,74,0.0
9747.8,74,0.0
10888.6,74,0.0
11631.6,74,0.0
10300.4,74,0.0
6584.6,74,0.0
4333.6,75,0.0
5354.0,75,0.0
6097.6,75,0.0
5366.8,75,0.0
