,segment_nr,bandwidth,bitrate,down_shifts,buffering_ratio,initial_buffering,stall_count,stall_sum,qoe
0,0,2230.7815507767045,247444,0,0.0,0.5554540157318115,0,0,0.23946998496723093
1,1,348043.2673263869,247444,0,0.0,0.0,0,0,0.23946998496723093
2,2,477901.1519990905,247444,0,0.0,0.0,0,0,0.23946998496723093
3,3,324024.7277928857,247444,0,0.0,0.0,0,0,0.23946998496723093
4,4,489049.7349134516,494206,0,0.0,0.0,0,0,0.22048254059738923
5,5,801876.0789033818,1488453,0,0.0,0.0,0,0,0.15830279777209957
6,6,711489.7061955411,2258864,0,0.0,0.0,0,0,0.1315240391428766
7,7,591313.2987422784,2258864,0,0.0,0.0,0,0,0.14718582164501315
8,8,565413.7251559473,2971199,0,0.0,0.0,0,0,0.1530845002770378
9,9,758640.9037848427,6013501,0,0.0,0.0,0,0,0.048975274625805754
10,10,642352.4067272696,6013501,0,0.0,0.0,0,0,0.048262934776635014
11,11,524040.7670917383,6013501,0,0.0,0.0,0,0,0.07728237428922491
12,12,1047594.135198596,10063789,0,0.0,0.0,0,0,0.004239648092538961
13,13,1415637.4037506138,10063789,0,0.0,0.0,0,0,0.006809236844671496
14,14,704712.8686697241,2971199,3,0.0,0.0,0,0,0.03521783290248304
15,15,567618.2050716762,2971199,0,0.0,0.0,0,0,0.061270047192564014
16,16,693041.1109314979,6013501,0,0.0,0.0,0,0,0.11621129473793768
17,17,629357.9654745769,2971199,2,0.0,0.0,0,0,0.13567817386581016
18,18,980747.6060426858,6013501,0,0.0,0.0,0,0,0.18281825321813083
19,19,946381.8607035308,6013501,0,0.0,0.0,0,0,0.22694559790189595
20,20,892340.3963063963,10063789,0,0.0,0.0,0,0,0.23871289170944232
21,21,1227282.4615368138,10063789,0,0.0,0.0,0,0,0.260970526265367
22,22,955939.1969037137,10063789,0,0.0,0.0,0,0,0.2895560445312635
23,23,634405.010815263,10063789,0,0.0,0.0,0,0,0.3219683738356893
24,24,838717.9123645199,10063789,0,0.0,0.0,0,0,0.3566241337700664
25,25,994998.5833609614,10063789,0,0.0,0.0,0,0,0.39248583162556683
26,26,897305.5885564497,2971199,3,0.0,0.0,0,0,0.3840805342287428
27,27,398498.56232658983,2971199,0,0.0,0.0,0,0,0.3770131722818133
28,28,430373.94610779034,2971199,0,0.0,0.0,0,0,0.3710951848170365
29,29,368507.37921238143,6013501,0,0.0,0.0,0,0,0.3992505225320562
30,30,607157.890313379,6013501,0,0.0,0.0,0,0,0.4259580713068347
31,31,810469.0981626279,6013501,0,0.0,0.0,0,0,0.4513351541206656
32,32,1271246.800674632,10063789,0,0.0,0.0,0,0,0.47613228754734993
33,33,1495073.7066516166,10063789,0,0.0,0.0,0,0,0.5016524104784261
34,34,1376044.4635215178,10063789,0,0.0,0.0,0,0,0.5275817145015695
35,35,1315725.9694168405,10063789,0,0.0,0.0,0,0,0.5536862206084467
36,36,1121903.5499881858,10063789,0,0.0,0.0,0,0,0.5797905081027552
37,37,1268608.7602057685,15144115,0,0.0,0.0,0,0,0.5646354843582724
38,38,1314467.7261600792,10063789,1,0.0,0.0,0,0,0.5928094476221846
39,39,884799.6254387395,10063789,0,0.0,0.0,0,0,0.6204314939129854
40,40,688547.2129006115,2971199,3,0.0,0.0,0,0,0.6033243399812609
41,41,562087.7994764651,6013501,0,0.0,0.0,0,0,0.6179404785840854
42,42,606081.9611120811,6013501,0,0.0,0.0,0,0,0.632053419188763
43,43,563846.2551282302,6013501,0,0.0,0.0,0,0,0.6456914778483218
44,44,646655.4299228158,6013501,0,0.0,0.0,0,0,0.6588807850631249
45,45,940004.563480213,10063789,0,0.0,0.0,0,0,0.6814424959361693
46,46,976695.8006520973,6013501,1,0.0,0.0,0,0,0.6934135867713407
47,47,667813.744541247,10063789,0,0.0,0.0,0,0,0.7148765607107657
48,48,511337.15451791644,10063789,0,0.0,0.0,0,0,0.7360154738603484
49,49,1169806.904982508,10063789,0,0.0,0.0,0,0,0.7568166584335763
50,50,1234018.9051800724,10063789,0,0.0,0.0,0,0,0.7772707011317785
51,51,1318083.5252106634,10063789,0,0.0,0.0,0,0,0.7973716217457856
52,52,1243879.8293250469,10063789,0,0.0,0.0,0,0,0.8171162109635313
53,53,1341226.777024742,10063789,0,0.0,0.0,0,0,0.8365034941978424
54,54,858284.929637688,10063789,0,0.0,0.0,0,0,0.8555342957918335
55,55,817193.9555114754,10063789,0,0.0,0.0,0,0,0.874210883633697
