0.19765625, 0.002265625, 0.144194, 0.02, 0.0, 8.333333333333334
0.1976953125, 0.1681640625, 0.144194, 0.16952, 0.0, 7.142857142857143
0.19890625, 0.1681640625, 0.144218, 0.16952, 0.0, 7.142857142857143
0.220390625, 0.1681640625, 0.152376, 0.16952, 2.0, 6.25
0.2016796875, 0.16828125, 0.150842, 0.169068, 1.4814814814814814, 1.7857142857142858
0.186015625, 0.1680859375, 0.151502, 0.168696, 2.0338983050847457, 1.7857142857142858
0.1712109375, 0.1680859375, 0.150224, 0.168696, 1.7647058823529413, 1.0204081632653061
0.159921875, 0.20546875, 0.150324, 0.173174, 1.4285714285714284, 0.6493506493506493
0.160078125, 0.240625, 0.150182, 0.170322, 1.4285714285714284, 0.641025641025641
0.1551171875, 0.249296875, 0.173128, 0.17922, 1.5789473684210527, 0.49504950495049505
0.1461328125, 0.249296875, 0.169692, 0.17922, 1.5384615384615385, 0.49504950495049505
0.1396875, 0.249296875, 0.167122, 0.17922, 1.6806722689075633, 0.49504950495049505
0.1396875, 0.249296875, 0.167122, 0.17922, 1.5873015873015872, 0.4065040650406504
0.0952734375, 0.2549609375, 0.15741, 0.172024, 1.9607843137254901, 0.36231884057971014
0.0878515625, 0.2549609375, 0.154808, 0.172024, 1.7857142857142858, 0.3246753246753247
0.0866015625, 0.2657421875, 0.154448, 0.169678, 1.6129032258064515, 0.2762430939226519
0.085546875, 0.2622265625, 0.159, 0.175376, 1.675392670157068, 0.27472527472527475
0.085546875, 0.2622265625, 0.157282, 0.175376, 1.675392670157068, 0.27472527472527475
0.0784765625, 0.2622265625, 0.154746, 0.175376, 1.5686274509803921, 0.2252252252252252
0.06796875, 0.2646875, 0.159768, 0.193872, 1.523809523809524, 0.22421524663677128
0.068359375, 0.2790625, 0.158246, 0.178324, 1.4782608695652175, 0.2100840336134454
0.0671484375, 0.2805078125, 0.156606, 0.177018, 1.4782608695652175, 0.2100840336134454
0.0570703125, 0.3140625, 0.157656, 0.176382, 1.36, 0.17921146953405018
0.056953125, 0.3943359375, 0.1564, 0.185352, 1.3333333333333333, 0.14285714285714285
0.058046875, 0.816875, 0.154066, 0.200938, 1.1486486486486487, 0.10060362173038229
0.058203125, 0.9169140625, 0.155198, 0.18269, 1.118421052631579, 0.09107468123861567
